time,seconds_elapsed,z,y,x
1772557152514165500,0.10416552734375,0,0,0
1772557152553959000,0.143958984375,0.002529144287109375,-0.0023632049560546875,0.03782972693443298
1772557152573856800,0.163856689453125,0.08772087097167969,-0.03931772708892822,0.021628346294164658
1772557152593753900,0.18375390625,0.05483722686767578,-0.03896939754486084,0.04478788375854492
1772557152613650200,0.203650146484375,0.057891845703125,-0.0020318031311035156,0.03776627033948898
1772557152633547300,0.22354736328125,-0.01574420928955078,0.008852481842041016,0.004526503384113312
1772557152653445000,0.243445068359375,-0.042914390563964844,-0.043619632720947266,0.004670925438404083
1772557152673342200,0.26334228515625,-0.08497238159179688,-0.034368157386779785,0.022316433489322662
1772557152693238500,0.283238525390625,-0.08546733856201172,-0.024309158325195312,0.008359842002391815
1772557152713135600,0.303135498046875,-0.02165508270263672,-0.027595162391662598,0.012824825942516327
1772557152733033500,0.323033447265625,-0.020305633544921875,0.0038148164749145508,0.026713237166404724
1772557152752930600,0.3429306640625,0.011758804321289062,0.014944791793823242,-0.01818682998418808
1772557152772827000,0.362826904296875,0.07276535034179688,0.029594779014587402,-0.0403284952044487
1772557152792724000,0.382723876953125,0.036355018615722656,0.038506269454956055,-0.008275575935840607
1772557152812621800,0.402621826171875,-0.046881675720214844,-0.007486581802368164,0.0465303510427475
1772557152832519000,0.422518798828125,0.0008106231689453125,-0.03346967697143555,0.031935155391693115
1772557152852415200,0.442415283203125,-0.012939453125,-0.03982114791870117,0.014004193246364594
1772557152872312300,0.462312255859375,-0.02620983123779297,0.0007407665252685547,-0.04960869252681732
1772557152892210200,0.482210205078125,-0.1485767364501953,0.006563305854797363,-0.02341362088918686
1772557152912107300,0.502107177734375,-0.06077766418457031,0.014642477035522461,0.005924195051193237
1772557152932003300,0.52200341796875,-0.009182929992675781,0.009374022483825684,-0.021212510764598846
1772557152951900700,0.541900634765625,-0.014811515808105469,0.02290058135986328,-0.03770533949136734
1772557152971798500,0.561798583984375,0.002777099609375,0.040038108825683594,-0.026400692760944366
1772557152991695600,0.581695556640625,0.08887672424316406,0.07309424877166748,0.001595042645931244
1772557153011591700,0.601591796875,0.09874343872070312,0.06908440589904785,0.06156196445226669
1772557153031489000,0.621489013671875,0.016458511352539062,0.02682971954345703,0.07975614815950394
1772557153051387000,0.641386962890625,-0.05836200714111328,0.0006549358367919922,0.06617595255374908
1772557153071284000,0.661283935546875,0.031185150146484375,-0.002445220947265625,0.03496772050857544
1772557153091180000,0.681179931640625,0.06718921661376953,0.01582813262939453,-0.02434520050883293
1772557153111077000,0.7010771484375,-0.03689098358154297,0.03419458866119385,-0.02697046846151352
1772557153130975200,0.720975341796875,-0.08237934112548828,0.026755332946777344,-0.019932419061660767
1772557153150872300,0.740872314453125,-0.05718040466308594,0.06259727478027344,-0.021093063056468964
1772557153170768400,0.760768310546875,-0.04221057891845703,0.05191802978515625,-0.02701753005385399
1772557153190665500,0.78066552734375,-0.009471893310546875,0.03860068321228027,-0.02968762442469597
1772557153210563300,0.800563232421875,-0.033471107482910156,0.00353240966796875,-0.03706783056259155
1772557153230460400,0.82046044921875,0.050011634826660156,-0.050733089447021484,0.030318021774291992
1772557153250356700,0.840356689453125,0.16838836669921875,-0.033586978912353516,0.02444107085466385
1772557153270253800,0.86025390625,0.125885009765625,0.0361790657043457,0.0034175515174865723
1772557153290151700,0.880151611328125,-0.0029630661010742188,-0.0037174224853515625,0.06307414174079895
1772557153310048800,0.900048828125,-0.025712013244628906,-0.05640053749084473,0.07095861434936523
1772557153329945000,0.919945068359375,-0.052532196044921875,0.0189741849899292,0.026529602706432343
1772557153349842200,0.93984228515625,-0.09747982025146484,-0.0018211603164672852,0.020090747624635696
1772557153369740000,0.959739990234375,-0.12304496765136719,-0.04549980163574219,0.014005716890096664
1772557153389637000,0.97963720703125,-0.06471920013427734,0.020299434661865234,0.017247293144464493
1772557153409533400,0.999533447265625,0.03341102600097656,0.046193718910217285,0.020018458366394043
1772557153429430500,1.019430419921875,0.09160804748535156,0.03651440143585205,0.050090283155441284
1772557153449328400,1.039328369140625,0.13919639587402344,0.0232008695602417,0.04617968946695328
1772557153469225500,1.0592255859375,0.0791311264038086,-0.029016494750976562,0.029688440263271332
1772557153489121800,1.079121826171875,0.04902935028076172,-0.048514604568481445,0.004862993955612183
1772557153509019000,1.099018798828125,0.08487606048583984,-0.00838470458984375,-0.016206175088882446
1772557153528916700,1.118916748046875,0.03157615661621094,-0.0015079975128173828,-0.024159617722034454
1772557153548813800,1.138813720703125,-0.07577228546142578,-0.006638646125793457,-0.02639210969209671
1772557153568710000,1.1587099609375,-0.11503028869628906,0.013161897659301758,0.0010698959231376648
1772557153588607200,1.178607177734375,-0.009578704833984375,-0.03246963024139404,0.005752056837081909
1772557153608505000,1.198505126953125,0.05542182922363281,-0.04004049301147461,-0.013250671327114105
1772557153628402200,1.218402099609375,0.034885406494140625,-0.014275670051574707,-0.04114004969596863
1772557153648298200,1.23829833984375,-0.0034742355346679688,-0.0032421350479125977,-0.01708223670721054
1772557153668195600,1.258195556640625,0.02448749542236328,-0.04069983959197998,0.02421233057975769
1772557153688093400,1.278093505859375,-0.008496284484863281,-0.08709883689880371,0.023760885000228882
1772557153707990500,1.297990478515625,-0.012664794921875,-0.03919947147369385,-0.02679731696844101
1772557153727886600,1.317886474609375,-0.1049356460571289,0.0048062801361083984,-0.00534781813621521
1772557153747784000,1.337783935546875,-0.023263931274414062,0.007806897163391113,0.010260127484798431
1772557153767681800,1.357681884765625,0.06514930725097656,-0.027695775032043457,0.01952328532934189
1772557153787579000,1.377578857421875,0.08149433135986328,0.0008959770202636719,-0.02740401029586792
1772557153807475000,1.397474853515625,0.0049037933349609375,-0.014024734497070312,-0.040053240954875946
1772557153827372000,1.4173720703125,-0.060054779052734375,-0.04578280448913574,0.003830142319202423
1772557153847270000,1.437269775390625,-0.030328750610351562,-0.016344070434570312,0.014366775751113892
1772557153867167000,1.4571669921875,0.13740825653076172,0.06623184680938721,-0.005566015839576721
1772557153887063300,1.477063232421875,0.08237075805664062,0.047274231910705566,0.03440764546394348
1772557153906960400,1.49696044921875,-0.00774383544921875,0.005115985870361328,0.055277228355407715
1772557153926858200,1.516858154296875,-0.07639598846435547,-0.04003775119781494,0.05894652009010315
1772557153946755300,1.53675537109375,-0.09208297729492188,-0.02678227424621582,0.03557142615318298
1772557153966651600,1.556651611328125,-0.13543987274169922,0.03070056438446045,-0.015383228659629822
1772557153986548700,1.576548828125,-0.12244224548339844,0.0442047119140625,-0.024139247834682465
1772557154006446600,1.596446533203125,-0.0872182846069336,0.03276026248931885,-0.018560796976089478
1772557154026343700,1.61634375,0.02098560333251953,0.08553290367126465,-0.031241990625858307
1772557154046240000,1.636239990234375,0.11670970916748047,0.10623228549957275,-0.030552588403224945
1772557154066137000,1.65613720703125,0.10787296295166016,0.0956956148147583,0.016142159700393677
1772557154086035000,1.676034912109375,0.0626211166381836,0.11117434501647949,0.03858164697885513
1772557154105932000,1.69593212890625,-0.0040645599365234375,0.0414731502532959,0.03384612500667572
1772557154125828400,1.715828369140625,-0.0732879638671875,0.002783656120300293,-0.002881675958633423
1772557154145725400,1.735725341796875,-0.09900379180908203,-0.02696049213409424,0.002949453890323639
1772557154165623300,1.755623291015625,-0.1057291030883789,0.006992220878601074,0.0225629061460495
1772557154185520400,1.775520263671875,0.008056640625,0.053698182106018066,0.017527133226394653
1772557154205416400,1.79541650390625,0.11380290985107422,0.045405030250549316,0.020449429750442505
1772557154225313500,1.8153134765625,0.09624862670898438,0.061652183532714844,0.027501337230205536
1772557154245211600,1.835211669921875,0.06564140319824219,0.04333984851837158,0.029325440526008606
1772557154265108700,1.855108642578125,-0.07052135467529297,0.059175848960876465,0.05994401127099991
1772557154285004800,1.8750048828125,-0.021793365478515625,0.042551398277282715,0.05742834508419037
1772557154304902000,1.89490185546875,0.011542320251464844,0.058153390884399414,0.026511304080486298
1772557154324799700,1.9147998046875,-0.007205963134765625,0.055428504943847656,-0.009630180895328522
1772557154344696800,1.93469677734375,-0.0672311782836914,0.05929279327392578,-0.03594876080751419
1772557154364593200,1.95459326171875,-0.05603313446044922,0.02256953716278076,-0.01972436159849167
1772557154384490200,1.974490234375,-0.04058551788330078,0.02871227264404297,-0.03143313527107239
1772557154404388000,1.99438818359375,-0.0302581787109375,0.01129138469696045,-0.0136660635471344
1772557154424285200,2.01428515625,-0.029479026794433594,0.017116308212280273,0.028501026332378387
1772557154444181500,2.034181396484375,0.0038280487060546875,0.04934072494506836,0.03664707392454147
1772557154464078600,2.05407861328125,-0.014893531799316406,0.048336148262023926,0.03047795593738556
1772557154483976400,2.0739765625,-0.061051368713378906,0.00318300724029541,0.024717018008232117
1772557154503873500,2.09387353515625,-0.07824993133544922,0.0266188383102417,0.033127300441265106
1772557154523769900,2.113769775390625,-0.011672019958496094,-0.010409832000732422,0.06472054123878479
1772557154543667000,2.1336669921875,0.06692886352539062,0.0159909725189209,0.02673272043466568
1772557154563564800,2.153564697265625,0.1482706069946289,0.0641394853591919,0.02718765288591385
1772557154583462000,2.1734619140625,0.08855438232421875,0.029007911682128906,0.023304209113121033
1772557154603358200,2.193358154296875,-0.02474498748779297,0.027902603149414062,0.000482216477394104
1772557154623255300,2.21325537109375,-0.03282356262207031,0.010662555694580078,0.0056464821100234985
1772557154643153200,2.233153076171875,-0.040680885314941406,-0.042783260345458984,0.012103758752346039
1772557154663050200,2.25305029296875,0.021425247192382812,0.03299820423126221,-0.03773459047079086
1772557154682946300,2.2729462890625,0.016715049743652344,0.036872029304504395,-0.036787331104278564
1772557154702843400,2.292843505859375,-0.09457874298095703,0.06608772277832031,-0.022197358310222626
1772557154722741500,2.312741455078125,-0.10544013977050781,0.04161489009857178,0.007077991962432861
1772557154742638300,2.332638427734375,-0.0652627944946289,0.010100364685058594,-0.024064920842647552
